published_at,source,category,title,content,tags,url
05/31/2026 06:00,tuoitre.vn,the-thao,Lịch trực tiếp vòng 25 V-League: Căng thẳng đua trụ hạng,"Sau khi chức vô địch đã ngã ngũ, cuộc đua trụ hạng của V-League 2025-2026 vẫn còn vô cùng căng thẳng.","",https://tuoitre.vn/lich-truc-tiep-vong-25-v-league-cang-thang-dua-tru-hang-20260530154710666.htm
05/31/2026 05:18,tuoitre.vn,the-thao,Thần đồng Philippines được PSG thưởng 1 triệu euro,"Thật khó tin, nhưng ngôi sao mang 2 quốc tịch Philippines - Tây Ban Nha là Dro Fernandez sẽ nhận được khoản thưởng lên đến 1 triệu euro, tương đương 30,6 tỉ đồng nhờ chức vô địch Champions League của PSG.","",https://tuoitre.vn/than-dong-philippines-duoc-psg-thuong-1-trieu-euro-20260531024357411.htm
05/31/2026 05:16,tuoitre.vn,the-thao,Lee Kang In trở thành 'tượng đài mới' của bóng đá châu Á,"Dù không thi đấu phút nào cho PSG ở trận chung kết Champions League 2025 - 2026, Lee Kang In (25 tuổi) vẫn trở thành cầu thủ châu Á đầu tiên vô địch giải đấu này ở hai mùa giải liên tiếp.","",https://tuoitre.vn/lee-kang-in-tro-thanh-tuong-dai-moi-cua-bong-da-chau-a-20260531030725564.htm
05/31/2026 05:11,tuoitre.vn,the-thao,"Công Phượng, Xuân Trường nói gì khi lần đầu có chức vô địch?","Lần đầu tiên trong sự nghiệp, Nguyễn Công Phượng và Lương Xuân Trường đã có chức vô địch cùng CLB Trường Tươi Đồng Nai. Họ đã nói gì?","",https://tuoitre.vn/cong-phuong-xuan-truong-noi-gi-khi-lan-dau-co-chuc-vo-dich-20260531024312265.htm
05/31/2026 05:07,tuoitre.vn,the-thao,HLV Enrique: 'Cả PSG và Arsenal đều xứng đáng vô địch Champions League',HLV Luis Enrique của PSG đã dành rất nhiều lời khen cho Arsenal sau trận chung kết Champions League 2025-2026.,"",https://tuoitre.vn/hlv-enrique-ca-psg-va-arsenal-deu-xung-dang-vo-dich-champions-league-2026053103130878.htm
05/31/2026 05:05,tuoitre.vn,the-thao,PSG là đội thứ 2 trong lịch sử bảo vệ được chức vô địch Champions League,PSG đã trở thành đội bóng thứ 2 sau Real Madrid bảo vệ thành công danh hiệu vô địch Champions League.,"",https://tuoitre.vn/psg-la-doi-thu-2-trong-lich-su-bao-ve-duoc-chuc-vo-dich-champions-league-20260531024718184.htm
05/31/2026 01:27,tuoitre.vn,the-thao,Cái chân đẫm máu của Kvaratskhelia gây sốt ở trận chung kết Champions League,"Ngay khi trận chung kết Champions League còn đang diễn ra, người hâm mộ bóng đá đã không ngừng lan tỏa bức ảnh Kvaratskhelia với cái chân đẫm máu.","",https://tuoitre.vn/cai-chan-dam-mau-cua-kvaratskhelia-gay-sot-o-tran-chung-ket-champions-league-20260531010708616.htm
05/31/2026 00:28,tuoitre.vn,the-thao,CLB Đồng Tháp chia tay sân Cao Lãnh,"Sau chiến thắng 1-0 trước CLB Đại học Văn Hiến ở vòng 21 Giải hạng nhất, CLB Đồng Tháp sẽ tạm thời không thi đấu ở sân Cao Lãnh.","",https://tuoitre.vn/clb-dong-thap-chia-tay-san-cao-lanh-20260531001656579.htm
05/31/2026 00:14,tuoitre.vn,giai-tri,"Hương Giang - Á hậu 2 MGI All Stars 2026: Tôi là người kiên cường, đến đây kể câu chuyện đời mình","Vượt qua 55 người đẹp khác, Vanessa Pulgarin đến từ Colombia giành vương miện MGI All Stars mùa đầu tiên năm 2026. Hương Giang đoạt danh hiệu á hậu 2.","",https://tuoitre.vn/huong-giang-a-hau-2-mgi-all-stars-2026-toi-la-nguoi-kien-cuong-den-day-ke-cau-chuyen-doi-minh-20260530202050755.htm
05/31/2026 06:24,tuoitre.vn,giao-duc,Lần đầu tiên làm chuyện ấy trong lễ trưởng thành,"Rất nhiều học sinh cho biết lần đầu tiên các em ôm ba mẹ mình, lần đầu tiên nói lời cảm ơn, lần đầu tiên khóc trong vòng tay ba mẹ… Những lần đầu tiên ấy diễn ra tại lễ trưởng thành và tri ân ở Trường THPT Nguyễn Hữu Cầu, TP.HCM.","",https://tuoitre.vn/lan-dau-tien-lam-chuyen-ay-trong-le-truong-thanh-20260531054321883.htm
05/31/2026 06:05,tuoitre.vn,giao-duc,Vì sao đề văn thi lớp 10 Hà Nội khiến nhiều giáo viên 'thở phào'?,"Ngữ liệu giàu cảm xúc, câu hỏi gần gũi và cách ra đề đổi mới tiếp tục nhận phản hồi tích cực từ giáo viên lẫn thí sinh sau ngày thi đầu tiên của kỳ tuyển sinh lớp 10 Hà Nội.","",https://tuoitre.vn/vi-sao-de-van-thi-lop-10-ha-noi-khien-nhieu-giao-vien-tho-phao-2026053022021812.htm
05/31/2026 05:20,tuoitre.vn,giao-duc,"Trước kỳ thi lớp 10 TP.HCM, giáo viên chỉ ra loạt lỗi thí sinh hay mắc","Hôm nay 31-5, hơn 150.000 học sinh lớp 9 ở TP.HCM sẽ đến các điểm thi để sinh hoạt quy chế thi và kiểm tra thông tin cá nhân, chuẩn bị cho kỳ thi lớp 10 chính thức diễn ra ngày 1 và 2-6.","",https://tuoitre.vn/truoc-ky-thi-lop-10-tp-hcm-giao-vien-chi-ra-loat-loi-thi-sinh-hay-mac-20260530214748559.htm
05/31/2026 06:00,tuoitre.vn,suc-khoe,Tin tức sáng 31-5: Lãi suất liên ngân hàng vút lên rồi hạ nhiệt,"Một số tin tức đáng chú ý: Cảng Đình Vũ sắp chi hàng trăm tỉ đồng trả cổ tức tiền mặt; Bệnh nhi ung thư đón \"Điều kỳ diệu tháng 6\" tại Bệnh viện Ung bướu TP.HCM; Phát hiện phòng khám nha khoa, thẩm mỹ cho người hành nghề 'chui' khám chữa bệnh...","",https://tuoitre.vn/tin-tuc-sang-31-5-lai-suat-lien-ngan-hang-vut-len-roi-ha-nhiet-20260530221646542.htm
