published_at,source,category,title,content,tags,url
05/31/2026 06:00,dantri.com.vn,phap-luat,Vụ án nữ giáo viên bị người tình sát hại (kỳ cuối): Kẻ thủ ác sa lưới,"(Dân trí) - Sau khi tâm sự với chị L. tại một nhà nghỉ ở tỉnh Thái Bình cũ, trên đường về huyện Ninh Giang, tỉnh Hải Dương cũ, Thuỳ đã ra tay sát hại chị V.T.L. cướp xe máy.",Pháp luật,https://dantri.com.vn/phap-luat/vu-an-nu-giao-vien-bi-nguoi-tinh-sat-hai-ky-cuoi-ke-thu-ac-sa-luoi-20260530222429982.htm
05/31/2026 04:23,dantri.com.vn,phap-luat,"Phát hiện \"lò\" làm bộ kích điện quy mô lớn do thanh niên 26 tuổi làm chủ",(Dân trí) - Công an tỉnh An Giang vừa thu giữ hàng nghìn linh kiện và thành phẩm tại một cơ sở sản xuất công cụ kích điện đánh bắt thủy sản trái phép do Đ.C.K (26 tuổi) làm chủ.,Pháp luật,https://dantri.com.vn/phap-luat/phat-hien-lo-lam-bo-kich-dien-quy-mo-lon-do-thanh-nien-26-tuoi-lam-chu-20260530205302256.htm
05/31/2026 08:06,dantri.com.vn,the-gioi,Báo Iran: Mỹ đồng ý với điều kiện 12 tỷ USD từ phía Tehran?,(Dân trí) - Phía Mỹ chưa lên tiếng về thông tin mà Iran cung cấp liên quan tới khối tài sản bị đóng băng của Tehran.,Thế giới,https://dantri.com.vn/the-gioi/bao-iran-my-dong-y-voi-dieu-kien-12-ty-usd-tu-phia-tehran-20260531073636753.htm
05/31/2026 06:50,dantri.com.vn,the-gioi,"Nga \"tố\" Ukraine tập kích nhà máy hạt nhân lớn nhất châu Âu, Kiev phản bác",(Dân trí) - Ukraine bác bỏ cáo buộc từ phía Nga rằng UAV của Kiev đã lao vào nhà máy điện hạt nhân Zaporizhia.,Thế giới,https://dantri.com.vn/the-gioi/nga-to-ukraine-tap-kich-nha-may-hat-nhan-lon-nhat-chau-au-kiev-phan-bac-20260531064317835.htm
05/31/2026 05:22,dantri.com.vn,the-gioi,"Thủ tướng Singapore đăng ảnh trồng cây cùng Tổng Bí thư, Chủ tịch nước","(Dân trí) - Trên mạng xã hội, Thủ tướng Singapore Lawrence Wong đã đăng ảnh ông trồng cây cùng với Tổng Bí thư, Chủ tịch nước Tô Lâm và nêu ý nghĩa của hoạt động này.",Thế giới,https://dantri.com.vn/the-gioi/thu-tuong-singapore-dang-anh-trong-cay-cung-tong-bi-thu-chu-tich-nuoc-20260530235454646.htm
05/31/2026 08:02,dantri.com.vn,kinh-doanh,"Lao vào nghề tay trái kiếm tiền, nhiều người trẻ trả giá đắt bằng sức khỏe","(Dân trí) - Nghề tay trái giúp nhiều người trẻ có thêm tiền để tích lũy và đầu tư, nhưng nếu không quản lý tốt thời gian và năng lượng, khoản thu nhập phụ dễ biến thành áp lực kéo dài.",Kinh doanh,https://dantri.com.vn/kinh-doanh/lao-vao-nghe-tay-trai-kiem-tien-nhieu-nguoi-tre-tra-gia-dat-bang-suc-khoe-20260529191658768.htm
05/31/2026 06:58,dantri.com.vn,kinh-doanh,Dự báo giá vàng tuần tới sau 3 tuần giảm liên tục,"(Dân trí) - Thị trường vàng vừa khép lại một tuần đầy biến động khi chịu tác động đan xen từ căng thẳng địa chính trị và chính sách của Fed. Dù vậy, niềm tin về đợt tăng giá mới vẫn đang chiếm ưu thế.",Kinh doanh,https://dantri.com.vn/kinh-doanh/du-bao-gia-vang-tuan-toi-sau-3-tuan-giam-lien-tuc-20260531002807768.htm
05/31/2026 06:52,dantri.com.vn,kinh-doanh,"Tân Chủ tịch Fed bước vào \"tâm bão\" kinh tế Mỹ","(Dân trí) - Tiếp quản chiếc ghế quyền lực nhất tại Fed, ông Kevin Warsh lập tức đối mặt với bài toán hóc búa khi vừa phải kiềm chế lạm phát, vừa phải chống đỡ sức ép giảm lãi suất từ Nhà Trắng.",Kinh doanh,https://dantri.com.vn/kinh-doanh/tan-chu-tich-fed-buoc-vao-tam-bao-kinh-te-my-20260531002141879.htm
05/31/2026 06:43,dantri.com.vn,kinh-doanh,TPHCM vào nhóm định hình bản đồ tài sản 12.000 tỷ USD toàn cầu,(Dân trí) - Sự bùng nổ của giới siêu giàu đang dịch chuyển dòng tiền thế giới. TPHCM vừa được vinh danh như một bến đỗ đầy tiềm năng trong làn sóng tạo ra 12.000 tỷ USD tài sản mới thập kỷ này.,Kinh doanh,https://dantri.com.vn/kinh-doanh/tphcm-vao-nhom-dinh-hinh-ban-do-tai-san-12000-ty-usd-toan-cau-20260530180648197.htm
05/31/2026 06:48,dantri.com.vn,bat-dong-san,Hà Nội sắp khởi công 7.000 căn nhà ở cho thuê,"(Dân trí) - Nhằm giải quyết nhu cầu an cư cho người thu nhập thấp, Hà Nội đang gấp rút chuẩn bị khởi công hàng nghìn căn nhà ở cho thuê và nhà ở xã hội ngay trong tháng 6 này.",Bất động sản,https://dantri.com.vn/bat-dong-san/ha-noi-sap-khoi-cong-7000-can-nha-o-cho-thue-20260530204922986.htm
05/31/2026 08:01,dantri.com.vn,the-thao,"Cảm xúc của HLV Luis Enrique, cầu thủ PSG sau chức vô địch Champions League",(Dân trí) - Huấn luyện viên (HLV) Luis Enrique bày tỏ niềm vui tột độ sau khi Paris Saint-Germain (PSG) đánh bại Arsenal trong loạt sút luân lưu để lần thứ hai liên tiếp giành ngôi vương Champions League.,Thể thao,https://dantri.com.vn/the-thao/cam-xuc-cua-hlv-luis-enrique-cau-thu-psg-sau-chuc-vo-dich-champions-league-20260531073303969.htm
05/31/2026 06:32,dantri.com.vn,the-thao,"Arsenal thua PSG ở chung kết, HLV Arteta chỉ trích trọng tài","(Dân trí) - HLV Mikel Arteta không giấu nổi sự buồn bã và lên tiếng chỉ trích trọng tài, sau khi Arsenal bỏ lỡ danh hiệu vô địch Champions League 2025-2026 đầy tiếc nuối trước Paris Saint Germain (PSG).",Thể thao,https://dantri.com.vn/the-thao/arsenal-thua-psg-o-chung-ket-hlv-arteta-chi-trich-trong-tai-20260531054338795.htm
05/31/2026 06:00,dantri.com.vn,the-thao,Lịch sử World Cup 1978: Người hùng Mario Kempes của Argentina,(Dân trí) - Mario Kempes đã có một kỳ World Cup 1978 đầy ấn tượng khi giành ngôi Vua phá lưới. Nhưng chức vô địch thế giới của Argentina trên sân nhà để lại nhiều hoài nghi.,Thể thao,https://dantri.com.vn/the-thao/lich-su-world-cup-1978-nguoi-hung-mario-kempes-cua-argentina-20260529103002695.htm
05/31/2026 06:42,dantri.com.vn,giai-tri,"Màn ứng xử khiến khán phòng vỗ tay, đưa Hương Giang tới ngôi vị Á hậu","(Dân trí) - Không chỉ gây ấn tượng bằng phong thái trình diễn tự tin tại chung kết Miss Grand International All Stars 2026, Hương Giang còn được khen nhờ màn ứng xử bằng tiếng Anh đầy cảm xúc và truyền cảm hứng.",Giải trí,https://dantri.com.vn/giai-tri/man-ung-xu-khien-khan-phong-vo-tay-dua-huong-giang-toi-ngoi-vi-a-hau-20260530221548474.htm
05/31/2026 06:39,dantri.com.vn,giai-tri,Nhan sắc nóng bỏng của mỹ nhân vừa đánh bại Hương Giang giành vương miện,(Dân trí) - Người đẹp đến từ Colombia - Vanessa Pulgarin - đã vượt qua hàng chục thí sinh nổi bật để giành ngôi vị cao nhất trong mùa giải đặc biệt Miss Grand International All Stars 2026.,Giải trí,https://dantri.com.vn/giai-tri/nhan-sac-nong-bong-cua-my-nhan-vua-danh-bai-huong-giang-gianh-vuong-mien-20260531015521267.htm
05/31/2026 06:36,dantri.com.vn,giai-tri,"\"Sơn Tùng cưỡi chim Lạc\": Khó kết luận là phản cảm, xúc phạm","(Dân trí) - Theo các chuyên gia, hình ảnh \"cưỡi chim Lạc\" của Sơn Tùng có thể tạo tranh luận về thẩm mỹ, sự phù hợp, song chưa đủ để kết luận ca sĩ xúc phạm biểu tượng văn hóa.",Giải trí,https://dantri.com.vn/giai-tri/son-tung-cuoi-chim-lac-kho-ket-luan-la-phan-cam-xuc-pham-20260530224416462.htm
05/31/2026 06:00,dantri.com.vn,giai-tri,Từ thiên thần nội y gợi cảm đến nàng dâu hào môn của gia tộc tỷ phú Macau,"(Dân trí) - Sau gần 6 năm đăng ký kết hôn và có chung 2 người con, siêu mẫu nổi tiếng Trung Quốc Hề Mộng Dao và doanh nhân Hà Du Quân sẽ chính thức tổ chức hôn lễ vào ngày 1/6 tại Pháp.",Giải trí,https://dantri.com.vn/giai-tri/tu-thien-than-noi-y-goi-cam-den-nang-dau-hao-mon-cua-gia-toc-ty-phu-macau-20260530111130251.htm
05/31/2026 08:05,dantri.com.vn,giao-duc,"Thi lớp 10 TPHCM năm 2026: Những lưu ý để \"ôm trọn\" điểm bài thi ngữ văn","(Dân trí) - Đề thi ngữ văn tuyển sinh lớp 10 tại TPHCM năm 2026 tiếp tục đánh giá năng lực theo Chương trình giáo dục phổ thông 2018, sử dụng ngữ liệu ngoài sách giáo khoa, tăng yêu cầu vận dụng và tư duy.",Giáo dục,https://dantri.com.vn/giao-duc/thi-lop-10-tphcm-nam-2026-nhung-luu-y-de-om-tron-diem-bai-thi-ngu-van-20260531072901874.htm
05/31/2026 07:00,dantri.com.vn,giao-duc,"Nhận mảnh giấy đặc biệt từ cô giáo, học sinh lớp 5 cảm động rơi nước mắt","(Dân trí) - Những ngày cuối năm học, đoạn clip ghi lại khoảnh khắc một giáo viên tiểu học viết thư tay gửi học sinh trong tiết học cuối cùng đã khiến nhiều người xúc động.",Giáo dục,https://dantri.com.vn/giao-duc/nhan-manh-giay-dac-biet-tu-co-giao-hoc-sinh-lop-5-cam-dong-roi-nuoc-mat-20260529135106977.htm
05/31/2026 06:51,dantri.com.vn,giao-duc,"Chuyện về \"linh vật voi\" của nam sinh đeo huy chương trĩu cổ đi xe về nhà","(Dân trí) - Nam sinh đeo huy chương trĩu cổ gây chú ý là Lê Thiện Khôi, học sinh tại Đà Nẵng. Ít ai biết, phía sau những huy chương của em là hành trình vượt thất bại và câu chuyện thú vị về “linh vật voi vàng”.",Giáo dục,https://dantri.com.vn/giao-duc/chuyen-ve-linh-vat-voi-cua-nam-sinh-deo-huy-chuong-triu-co-di-xe-ve-nha-20260529090728223.htm
05/31/2026 06:46,dantri.com.vn,giao-duc,Lưu ý đặc biệt về thời tiết trong những ngày thi lớp 10 tại TPHCM,"(Dân trí) - Trong những ngày diễn ra kỳ thi lớp 10 tại TPHCM, thời tiết nắng nóng với nhiệt độ cao nhất 34°C, song có thể có mưa dông vào một số thời điểm kèm theo các hiện tượng thời tiết nguy hiểm.",Giáo dục,https://dantri.com.vn/giao-duc/luu-y-dac-biet-ve-thoi-tiet-trong-nhung-ngay-thi-lop-10-tai-tphcm-20260531062915481.htm
05/31/2026 06:00,dantri.com.vn,giao-duc,"Hôm nay, gần 125.000 học sinh Hà Nội thi môn cuối cùng vào lớp 10","(Dân trí) - Sáng nay (31/5), gần 125.000 thí sinh Hà Nội bước vào môn toán, môn thi cuối cùng của kỳ tuyển sinh lớp 10 THPT công lập năm học 2026-2027.",Giáo dục,https://dantri.com.vn/giao-duc/hom-nay-gan-125000-hoc-sinh-ha-noi-thi-mon-cuoi-cung-vao-lop-10-20260530164925350.htm
05/31/2026 06:21,dantri.com.vn,suc-khoe,Kiểu uống cà phê quen thuộc tiềm ẩn nguy cơ với não và tim mạch,(Dân trí) - Các chuyên gia cảnh báo nhiệt độ cao có thể làm tăng nguy cơ giải phóng vi nhựa từ một số loại cốc dùng một lần.,Sức khỏe,https://dantri.com.vn/suc-khoe/kieu-uong-ca-phe-quen-thuoc-tiem-an-nguy-co-voi-nao-va-tim-mach-20260530215902868.htm
05/31/2026 06:15,dantri.com.vn,suc-khoe,6 người nhập viện nghi do ăn bọ xít,"(Dân trí) - Sau bữa ăn có món bọ xít, 6 người dân ở xã Phú Xuân, tỉnh Thanh Hóa bị ngộ độc, phải nhập viện cấp cứu.",Sức khỏe,https://dantri.com.vn/suc-khoe/6-nguoi-nhap-vien-nghi-do-an-bo-xit-20260530182345654.htm
05/31/2026 08:13,dantri.com.vn,khoa-hoc,Sản xuất điện mặt trời tác động tích cực đến động vật hoang dã địa phương,"(Dân trí) - Trên khu đất suy thoái, các trang trại điện mặt trời không chỉ tạo ra nguồn năng lượng sạch mà còn góp phần phục hồi các loài thụ phấn, cải thiện chất lượng đất và giảm ô nhiễm môi trường.",Khoa học,https://dantri.com.vn/khoa-hoc/san-xuat-dien-mat-troi-tac-dong-tich-cuc-den-dong-vat-hoang-da-dia-phuong-20260527002716363.htm
05/31/2026 08:04,dantri.com.vn,khoa-hoc,"Nga chế tạo \"kỳ quan công nghệ\", cả hành tinh chỉ có vài chiếc","(Dân trí) - Nga vừa hoàn thành lò phản ứng RITM-200C đầu tiên cho tổ máy điện hạt nhân nổi thế hệ mới, đánh dấu bước tiến trong tham vọng đưa điện hạt nhân tới các vùng xa xôi, khắc nghiệt.",Khoa học,https://dantri.com.vn/khoa-hoc/nga-che-tao-ky-quan-cong-nghe-ca-hanh-tinh-chi-co-vai-chiec-20260530214839755.htm
05/31/2026 08:07,vietnamnet.vn,thoi-su,"Vụ thầy dạy lái ô tô &amp;apos;cãi&amp;apos; CSGT: Xác minh việc tuyển sinh, đào tạo lái xe","Liên quan đến vụ người đàn ông tự xưng là thầy dạy lái xe không chấp hành yêu cầu của lực lượng chức năng, CSGT đang làm rõ việc ông này có vi phạm tuyển sinh, đào tạo lái xe hay không.","",https://vietnamnet.vn/vu-thay-day-lai-o-to-cai-csgt-xac-minh-viec-tuyen-sinh-dao-tao-lai-xe-2521166.html
05/31/2026 07:48,vietnamnet.vn,thoi-su,"Dự báo thời tiết 31/5/2026: Miền Bắc nắng mạnh trở lại, Nam Bộ mưa to cục bộ","Dự báo thời tiết ngày 31/5/2026, miền Bắc và Trung Bộ nắng nhiều hơn với mức nhiệt cao nhất trên 35 độ, nhưng vẫn xuất hiện mưa vài nơi. Nam Bộ và tỉnh Lâm Đồng mưa giông rải rác, cục bộ mưa rất to.","",https://vietnamnet.vn/du-bao-thoi-tiet-31-5-2026-mien-bac-nang-manh-tro-lai-nam-bo-mua-to-cuc-bo-2520493.html
05/31/2026 06:32,vietnamnet.vn,thoi-su,Nỗi lo chung của hàng ngàn hộ dân khi TPHCM mở rộng đường Phạm Thế Hiển lên 30m,"Mới đây, Sở Xây dựng TPHCM vừa đưa 4 dự án chỉnh trang đô thị khu vực bờ Nam kênh Đôi vào danh mục triển khai giai đoạn 2026 - 2030 theo yêu cầu cấp bách cần thực hiện ngay.","",https://vietnamnet.vn/noi-lo-chung-cua-hang-ngan-ho-dan-khi-tphcm-mo-rong-duong-pham-the-hien-len-30m-2520990.html
05/31/2026 05:01,vietnamnet.vn,thoi-su,Toàn cảnh dự án 1.500 tỷ đồng mở rộng cửa ngõ phía Nam TPHCM sắp về đích,"Dự án mở rộng quốc lộ 50 có chiều dài gần 7km, tổng mức đầu tư khoảng 1.500 tỷ đồng, giúp kết nối TPHCM với Tây Ninh và các tỉnh miền Tây.","",https://vietnamnet.vn/toan-canh-du-an-1-500-ty-dong-mo-rong-cua-ngo-phia-nam-sap-ve-dich-2520012.html
05/31/2026 05:00,vietnamnet.vn,thoi-su,"Đất đã bán một phần, sổ đỏ có bị thu hồi?","Bộ Nông nghiệp và Môi trường vừa trả lời, làm rõ trường hợp thu hồi Giấy chứng nhận quyền sử dụng đất (sổ đỏ) khi người dân đã chuyển nhượng một phần diện tích đất. Đây là nội dung được nhiều người quan tâm sau khi Luật Đất đai 2024 có hiệu lực.","",https://vietnamnet.vn/dat-da-ban-mot-phan-so-do-co-bi-thu-hoi-2519606.html
05/31/2026 08:22,vietnamnet.vn,chinh-tri,"Hoạt động của Phu nhân Tổng Bí thư, Chủ tịch nước Tô Lâm tại Singapore","Trong khuôn khổ chuyến thăm cấp nhà nước tới Singapore cùng Tổng Bí thư, Chủ tịch nước Tô Lâm, bà Ngô Phương Ly - phu nhân Tổng Bí thư, Chủ tịch nước đã có một số hoạt động tại Singapore.","",https://vietnamnet.vn/hoat-dong-cua-phu-nhan-tong-bi-thu-chu-tich-nuoc-to-lam-tai-singapore-2521168.html
05/31/2026 08:15,vietnamnet.vn,chinh-tri,"Tổng Bí thư, Chủ tịch nước: Việt Nam quan hệ tốt với các nước, không chọn bên","Tổng Bí thư, Chủ tịch nước Tô Lâm khẳng định Việt Nam duy trì quan hệ tốt với các nước lớn để cùng giải quyết những vấn đề quan trọng, thiết yếu, không chọn bên.","",https://vietnamnet.vn/tong-bi-thu-chu-tich-nuoc-viet-nam-quan-he-tot-voi-cac-nuoc-khong-chon-ben-2521116.html
05/31/2026 05:45,vietnamnet.vn,chinh-tri,Ban Bí thư hướng dẫn mới về thẩm tra lý lịch người vào Đảng,"Thay mặt Ban Bí thư, Thường trực Ban Bí thư Trần Cẩm Tú đã ký ban hành Hướng dẫn số 01 về một số vấn đề cụ thể thi hành Điều lệ Đảng. Hướng dẫn này thay thế Hướng dẫn số 06 của Ban Bí thư khóa 13.","",https://vietnamnet.vn/ban-bi-thu-huong-dan-moi-ve-tham-tra-ly-lich-nguoi-vao-dang-2521071.html
05/31/2026 05:30,vietnamnet.vn,chinh-tri,"6 định hướng của Tổng Bí thư, Chủ tịch nước tại Shangri-la: Kim chỉ nam cho hòa bình, tự cường","Chuyên gia cho rằng 6 định hướng mà Tổng Bí thư, Chủ tịch nước Tô Lâm đưa ra tại Đối thoại Shangri-la đóng vai trò như kim chỉ nam cho các nước đang phát triển ở khu vực Nam bán cầu hướng tới hòa bình, ổn định, phát triển, tự cường...","",https://vietnamnet.vn/dinh-huong-cua-tong-bi-thu-tai-shangri-la-kim-chi-nam-cho-hoa-binh-tu-cuong-2521033.html
05/31/2026 08:00,vietnamnet.vn,giao-duc,Hơn 5.100 thí sinh cạnh tranh 630 suất lớp 10 Trường Chuyên Ngoại ngữ năm 2026,"Hơn 5.100 thí sinh đăng ký dự thi vào lớp 10 Trường THPT Chuyên Ngoại ngữ (thuộc ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội) năm 2026, nhưng sẽ chỉ có 630 suất trúng tuyển.","",https://vietnamnet.vn/hon-5-100-thi-sinh-canh-tranh-630-suat-lop-10-truong-chuyen-ngoai-ngu-nam-2026-2521076.html
05/31/2026 08:03,vietnamnet.vn,giao-duc,Hơn 123.000 thí sinh bước vào buổi cuối thi lớp 10 Hà Nội năm 2026,"Sau ngày đầu thi lớp 10 Hà Nội năm 2026, sáng nay (31/5), hơn 123.000 thí sinh tham dự bài thi môn Toán trên tổng số 124.082 thí sinh đăng ký dự thi ban đầu. Trước đó, có 390 thí sinh vắng mặt ở môn Ngữ văn và 401 thí sinh vắng mặt ở môn Ngoại ngữ.","",https://vietnamnet.vn/hon-123-000-thi-sinh-thi-lop-10-ha-noi-nam-2026-buoc-vao-buoi-thi-cuoi-2521041.html
05/31/2026 06:00,vietnamnet.vn,giao-duc,"Hơn 151.000 học sinh TPHCM vượt &amp;apos;ải&amp;apos; thi lớp 10 công lập, đề thi nhiều bất ngờ","Hơn 151.000 thí sinh TPHCM bắt đầu kỳ thi vào lớp 10 công lập năm 2026. Đây là địa phương có số lượng thí sinh thi vào lớp 10 đông nhất cả nước, cao gấp nhiều lần so với các tỉnh, thành khác sau khi mở rộng địa giới hành chính.","",https://vietnamnet.vn/hon-151-000-hoc-sinh-tphcm-vuot-ai-thi-lop-10-cong-lap-de-thi-nhieu-bat-ngo-2521046.html
05/31/2026 05:30,vietnamnet.vn,giao-duc,"Con học thêm 2 lớp Toán, phụ huynh vẫn đứng ngồi không yên ngoài điểm thi","Những năm gần đây, kỳ thi vào lớp 10 công lập với tỷ lệ cạnh tranh cao khiến không ít phụ huynh lo lắng. Đứng chờ con trong giờ làm bài thi, chị Nguyễn Thị Tiện chia sẻ: Tôi còn lo cho con thi vào lớp 10 hơn cả khi con lớn thi đại học .","",https://vietnamnet.vn/con-hoc-them-2-lop-toan-phu-huynh-van-dung-ngoi-khong-yen-ngoai-diem-thi-2520949.html
05/31/2026 07:10,vietnamnet.vn,giao-duc,Đáp án môn Tiếng Anh thi vào lớp 10 tại Hà Nội năm 2026 tất cả mã đề,"Chiều 30/5, gần 125.000 thí sinh dư thi lớp 10 Hà Nội năm 2026 đã hoàn thành bài thi môn Tiếng Anh. VietNamNet giới thiệu đáp án gợi ý cho đề thi này.","",https://vietnamnet.vn/dap-an-mon-tieng-anh-thi-vao-lop-10-tai-ha-noi-nam-2026-tat-ca-ma-de-2520512.html
05/31/2026 07:11,vietnamnet.vn,giao-duc,Đề thi và đáp án môn Tiếng Anh vào lớp 10 tại Hà Nội năm 2026 mã đề chẵn,"Chiều 30/5, hơn 123.000 thí sinh dự thi lớp 10 Hà Nội năm 2026 đã hoàn thành bài thi môn Tiếng Anh. VietNamNet giới thiệu đề thi và đáp án môn Tiếng Anh các mã đề chẵn.","",https://vietnamnet.vn/dap-an-mon-tieng-anh-ma-de-chan-tuyen-sinh-vao-lop-10-tai-ha-noi-nam-2026-2520888.html
05/31/2026 06:05,vietnamnet.vn,van-hoa-giai-tri,"5 gia đình sao Việt: Người chờ 30 năm hát với con, người là NSND cả nước biết","Showbiz Việt có nhiều cặp bố - con cùng tỏa sáng trong nghệ thuật, từ NSND Trần Hiếu - Hà Trần, NSND Huỳnh Tú - Soobin, Trọng Tấn - Tấn Đạt đến NSND Trần Lực - Trần Tú và Duy Mạnh - Cầm.","",https://vietnamnet.vn/5-gia-dinh-sao-viet-nguoi-cho-30-nam-hat-voi-con-nguoi-la-nsnd-ca-nuoc-biet-2520623.html
05/31/2026 05:32,vietnamnet.vn,van-hoa-giai-tri,"Hai cặp vợ chồng NSND, NSƯT về hưu vẫn miệt mài làm clip triệu view",Cặp vợ chồng NSND Lan Hương - NSƯT Đỗ Kỷ và NSƯT Nguyệt Hằng - Phạm Anh Tuấn dù đã về hưu hay nghỉ ở nhà hát vẫn duy trì sức hút với khán giả qua những clip triệu view.,"",https://vietnamnet.vn/hai-cap-vo-chong-nsnd-nsut-ve-huu-van-miet-mai-lam-clip-trieu-view-2520871.html
05/31/2026 06:36,vietnamnet.vn,van-hoa-giai-tri,"Binz, Bùi Công Nam gây ấn tượng với 25.000 khán giả ở Ninh Bình",Binz và Bùi Công Nam là 2 gương mặt trẻ trong số nhiều nghệ sĩ gây ấn tượng khi tham gia Lễ hội âm nhạc và sáng tạo Tràng An-Ninh Bình Forestival 2026 với chủ đề &apos;&apos;Chiến binh Bình Minh&apos;&apos; tối 30/5.,"",https://vietnamnet.vn/binz-bui-cong-nam-gay-an-tuong-voi-25-000-khan-gia-o-ninh-binh-2521130.html
